,symbol,datetime,open,high,low,close
96,GOOGL,2022-05-20 04:00:00,111.951,112.1835,105.7964,108.908
97,GOOGL,2022-05-23 04:00:00,109.5875,112.1475,108.741,111.488
98,GOOGL,2022-05-24 04:00:00,105.772,106.4583,101.8847,105.97
99,GOOGL,2022-05-25 04:00:00,104.9855,106.5,103.8565,105.805
100,GOOGL,2022-05-26 04:00:00,105.677,108.6495,105.2249,107.7925
101,GOOGL,2022-05-27 04:00:00,109.483,112.318,109.1383,112.3165
102,GOOGL,2022-05-31 04:00:00,112.7465,115.735,112.0785,113.762
103,GOOGL,2022-06-01 04:00:00,114.855,117.1016,113.25,113.892
104,GOOGL,2022-06-02 04:00:00,114.0,117.8995,112.9465,117.6225
105,GOOGL,2022-06-03 04:00:00,116.0625,116.3216,113.5185,114.541
106,GOOGL,2022-06-06 04:00:00,116.7045,119.347,116.164,116.8205
107,GOOGL,2022-06-07 04:00:00,115.4805,117.691,115.052,117.1495
108,GOOGL,2022-06-08 04:00:00,116.7615,118.5705,116.6,117.194
109,GOOGL,2022-06-09 04:00:00,116.3275,118.299,114.776,114.8355
110,GOOGL,2022-06-10 04:00:00,112.445,113.279,110.3661,111.1615
111,GOOGL,2022-06-13 04:00:00,106.7865,108.7915,106.1192,106.3925
112,GOOGL,2022-06-14 04:00:00,106.535,107.9245,105.8,106.7155
113,GOOGL,2022-06-15 04:00:00,108.545,111.4235,107.6695,109.7645
114,GOOGL,2022-06-16 04:00:00,107.221,108.6485,105.138,106.0335
115,GOOGL,2022-06-17 04:00:00,106.0335,108.6995,105.046,107.1435
116,GOOGL,2022-06-21 04:00:00,108.9295,112.4893,108.6,111.544
117,GOOGL,2022-06-22 04:00:00,110.5565,113.3465,110.3824,111.4875
118,GOOGL,2022-06-23 04:00:00,112.2315,112.7425,110.5005,112.242
119,GOOGL,2022-06-24 04:00:00,112.995,118.079,112.9525,117.975
120,GOOGL,2022-06-27 04:00:00,118.273,118.5795,115.1797,115.8335
121,GOOGL,2022-06-28 04:00:00,115.8025,117.3095,111.848,112.0075
122,GOOGL,2022-06-29 04:00:00,111.552,113.1603,110.8725,111.7015
123,GOOGL,2022-06-30 04:00:00,110.0,110.888,106.75,108.963
124,GOOGL,2022-07-01 04:00:00,107.933,109.25,106.7305,108.7375
125,GOOGL,2022-07-05 04:00:00,107.1005,113.3768,105.7315,113.263
126,GOOGL,2022-07-06 04:00:00,113.302,115.5895,111.476,114.572
127,GOOGL,2022-07-07 04:00:00,115.08,119.1895,114.8335,118.783
128,GOOGL,2022-07-08 04:00:00,117.25,119.685,116.9013,119.3535
129,GOOGL,2022-07-11 04:00:00,117.998,117.998,115.3305,115.6765
130,GOOGL,2022-07-12 04:00:00,116.215,116.974,113.6902,114.0205
131,GOOGL,2022-07-13 04:00:00,111.701,114.196,111.2015,111.3535
132,GOOGL,2022-07-14 04:00:00,110.2105,111.093,108.373,110.3675
133,GOOGL,2022-07-15 04:00:00,112.0005,113.1405,110.9,111.7775
134,GOOGL,2022-07-18 04:00:00,112.64,113.68,108.37,109.03
135,GOOGL,2022-07-19 04:00:00,110.85,114.02,109.56,113.81
136,GOOGL,2022-07-20 04:00:00,113.17,115.4,112.48,113.9
137,GOOGL,2022-07-21 04:00:00,114.28,114.55,111.1132,114.34
138,GOOGL,2022-07-22 04:00:00,111.0,112.34,106.5,107.9
139,GOOGL,2022-07-25 04:00:00,108.41,109.87,106.3,107.51
140,GOOGL,2022-07-26 04:00:00,106.6,107.2,104.07,105.02
141,GOOGL,2022-07-27 04:00:00,109.26,113.91,108.01,113.06
142,GOOGL,2022-07-28 04:00:00,112.37,114.34,111.46,114.22
143,GOOGL,2022-07-29 04:00:00,113.08,116.705,113.06,116.32
144,GOOGL,2022-08-01 04:00:00,115.3,116.72,114.34,114.86
145,GOOGL,2022-08-02 04:00:00,114.0,116.35,113.72,115.13
146,GOOGL,2022-08-03 04:00:00,115.71,118.62,115.48,118.08
147,GOOGL,2022-08-04 04:00:00,117.48,118.78,116.89,118.19
148,GOOGL,2022-08-05 04:00:00,116.23,118.1056,116.0,117.47
149,GOOGL,2022-08-08 04:00:00,118.39,120.15,116.88,117.3
150,GOOGL,2022-08-09 04:00:00,117.135,117.32,115.71,116.63
151,GOOGL,2022-08-10 04:00:00,118.78,120.92,118.41,119.7
152,GOOGL,2022-08-11 04:00:00,121.28,121.49,118.56,118.84
153,GOOGL,2022-08-12 04:00:00,120.26,121.68,119.46,121.68
154,GOOGL,2022-08-15 04:00:00,121.13,122.3,120.61,122.08
155,GOOGL,2022-08-16 04:00:00,121.52,122.43,120.64,121.7
156,GOOGL,2022-08-17 04:00:00,120.12,121.29,119.38,119.55
157,GOOGL,2022-08-18 04:00:00,119.43,120.82,118.72,120.17
158,GOOGL,2022-08-19 04:00:00,119.06,119.15,116.76,117.21
159,GOOGL,2022-08-22 04:00:00,115.2,115.63,113.85,114.24
160,GOOGL,2022-08-23 04:00:00,113.475,115.01,113.43,113.86
161,GOOGL,2022-08-24 04:00:00,113.5,114.78,112.8701,113.69
162,GOOGL,2022-08-25 04:00:00,114.235,116.72,114.11,116.65
163,GOOGL,2022-08-26 04:00:00,114.72,115.12,110.19,110.34
164,GOOGL,2022-08-29 04:00:00,109.99,110.95,108.8,109.42
165,GOOGL,2022-08-30 04:00:00,110.17,110.5,107.8,108.94
166,GOOGL,2022-08-31 04:00:00,110.65,110.85,108.13,108.22
167,GOOGL,2022-09-01 04:00:00,108.28,110.445,107.36,109.74
168,GOOGL,2022-09-02 04:00:00,110.59,110.74,107.26,107.85
169,GOOGL,2022-09-06 04:00:00,107.3,108.03,105.78,106.81
170,GOOGL,2022-09-07 04:00:00,107.06,109.98,106.9,109.45
171,GOOGL,2022-09-08 04:00:00,108.04,109.6,107.16,108.38
172,GOOGL,2022-09-09 04:00:00,109.065,110.99,109.02,110.65
173,GOOGL,2022-09-12 04:00:00,110.99,111.62,109.93,110.86
174,GOOGL,2022-09-13 04:00:00,107.8,108.3,104.09,104.32
175,GOOGL,2022-09-14 04:00:00,104.57,105.275,103.66,105.0
176,GOOGL,2022-09-15 04:00:00,104.03,105.27,102.35,102.91
177,GOOGL,2022-09-16 04:00:00,102.07,103.13,100.94,102.8
178,GOOGL,2022-09-19 04:00:00,101.75,103.33,101.55,103.07
179,GOOGL,2022-09-20 04:00:00,102.08,102.37,100.52,101.14
180,GOOGL,2022-09-21 04:00:00,101.67,102.88,99.27,99.28
181,GOOGL,2022-09-22 04:00:00,98.82,101.24,98.79,100.14
182,GOOGL,2022-09-23 04:00:00,99.63,99.66,97.47,98.74
183,GOOGL,2022-09-26 04:00:00,98.1,99.88,97.8,98.17
184,GOOGL,2022-09-27 04:00:00,99.43,100.0,96.872,97.5
185,GOOGL,2022-09-28 04:00:00,97.65,100.7,97.11,100.05
186,GOOGL,2022-09-29 04:00:00,98.64,98.64,95.96,97.42
187,GOOGL,2022-09-30 04:00:00,97.05,98.9,95.56,95.65
188,GOOGL,2022-10-03 04:00:00,96.76,99.2872,96.521,98.64
189,GOOGL,2022-10-04 04:00:00,100.44,101.84,100.38,101.64
190,GOOGL,2022-10-05 04:00:00,99.825,101.93,98.8,101.43
191,GOOGL,2022-10-06 04:00:00,100.68,102.9254,100.59,101.42
192,GOOGL,2022-10-07 04:00:00,99.85,100.53,98.295,98.68
193,GOOGL,2022-10-10 04:00:00,99.0,99.095,97.01,97.86
194,GOOGL,2022-10-11 04:00:00,97.43,99.245,96.31,97.18
195,GOOGL,2022-10-12 04:00:00,97.3,98.75,96.735,97.56
196,GOOGL,2022-10-13 04:00:00,95.15,99.775,94.3836,99.06
197,GOOGL,2022-10-14 04:00:00,99.99,100.69,96.37,96.56
198,GOOGL,2022-10-17 04:00:00,98.86,100.93,98.83,99.97
199,GOOGL,2022-10-18 04:00:00,103.13,103.47,99.97,100.77
200,GOOGL,2022-10-19 04:00:00,100.01,101.0183,98.9201,99.63
201,GOOGL,2022-10-20 04:00:00,100.0,102.32,99.39,99.97
202,GOOGL,2022-10-21 04:00:00,97.845,101.31,97.72,101.13
203,GOOGL,2022-10-24 04:00:00,101.8,102.75,99.98,102.52
204,GOOGL,2022-10-25 04:00:00,102.9,104.82,102.72,104.48
205,GOOGL,2022-10-26 04:00:00,96.43,98.31,94.69,94.93
206,GOOGL,2022-10-27 04:00:00,94.52,95.43,91.8,92.22
207,GOOGL,2022-10-28 04:00:00,92.27,96.55,92.13,96.29
208,GOOGL,2022-10-31 04:00:00,95.42,96.03,93.98,94.51
209,GOOGL,2022-11-01 04:00:00,95.45,96.03,90.37,90.47
210,GOOGL,2022-11-02 04:00:00,90.94,91.18,86.88,86.97
211,GOOGL,2022-11-03 04:00:00,86.32,86.52,83.34,83.43
212,GOOGL,2022-11-04 04:00:00,85.4,86.64,83.71,86.58
213,GOOGL,2022-11-07 05:00:00,87.28,88.9,86.85,88.49
214,GOOGL,2022-11-08 05:00:00,88.9,90.32,87.5901,88.9
215,GOOGL,2022-11-09 05:00:00,88.45,89.435,87.28,87.32
216,GOOGL,2022-11-10 05:00:00,92.25,94.39,91.61,93.94
217,GOOGL,2022-11-11 05:00:00,94.69,96.93,93.92,96.41
218,GOOGL,2022-11-14 05:00:00,95.09,96.79,94.51,95.7
219,GOOGL,2022-11-15 05:00:00,98.26,100.14,96.71,98.44
220,GOOGL,2022-11-16 05:00:00,97.9,99.6375,97.64,98.85
221,GOOGL,2022-11-17 05:00:00,96.97,99.28,96.79,98.36
222,GOOGL,2022-11-18 05:00:00,98.77,98.9,96.37,97.43
223,GOOGL,2022-11-21 05:00:00,97.29,98.4,95.355,95.6
224,GOOGL,2022-11-22 05:00:00,95.95,97.22,94.05,97.05
225,GOOGL,2022-11-23 05:00:00,97.09,98.76,97.09,98.46
226,GOOGL,2022-11-25 05:00:00,98.24,98.64,97.4,97.46
227,GOOGL,2022-11-28 05:00:00,97.0363,97.58,95.61,96.05
228,GOOGL,2022-11-29 05:00:00,95.73,96.12,94.11,95.19
229,GOOGL,2022-11-30 05:00:00,94.82,101.04,94.42,100.99
230,GOOGL,2022-12-01 05:00:00,101.02,102.25,100.25,100.99
231,GOOGL,2022-12-02 05:00:00,99.05,100.77,98.9,100.44
232,GOOGL,2022-12-05 05:00:00,99.4,101.38,99.0,99.48
233,GOOGL,2022-12-06 05:00:00,99.3,99.78,96.42,96.98
234,GOOGL,2022-12-07 05:00:00,96.41,96.8811,94.715,94.94
235,GOOGL,2022-12-08 05:00:00,95.38,95.58,93.45,93.71
236,GOOGL,2022-12-09 05:00:00,93.77,94.26,92.75,92.83
237,GOOGL,2022-12-12 05:00:00,92.71,93.56,91.61,93.31
238,GOOGL,2022-12-13 05:00:00,97.76,99.53,95.03,95.63
239,GOOGL,2022-12-14 05:00:00,95.2,96.87,93.6,95.07
240,GOOGL,2022-12-15 05:00:00,93.13,93.64,90.01,90.86
241,GOOGL,2022-12-16 05:00:00,90.76,91.33,89.52,90.26
242,GOOGL,2022-12-19 05:00:00,90.255,90.56,88.21,88.44
243,GOOGL,2022-12-20 05:00:00,88.11,89.175,87.4401,89.02
244,GOOGL,2022-12-21 05:00:00,89.08,90.22,88.32,89.58
245,GOOGL,2022-12-22 05:00:00,88.16,88.54,86.32,87.76
246,GOOGL,2022-12-23 05:00:00,87.11,89.545,87.07,89.23
247,GOOGL,2022-12-27 05:00:00,88.795,88.94,87.01,87.39
248,GOOGL,2022-12-28 05:00:00,86.98,88.04,85.94,86.02
249,GOOGL,2022-12-29 05:00:00,86.62,88.845,86.61,88.45
250,GOOGL,2022-12-30 05:00:00,86.98,88.3,86.57,88.23
